id,name,total.votes,con,green,lab,ld,snp,ukip,left.total,right.total,other,con.15,green.15,lab.15,ld.15,snp.15,ukip.15,other.15,left.total.15,right.total.15,leave.estimate,leave.exact,leave.16,brexit.swing.status.5,brexit.swing.status.10,party.swing.status.5,party.swing.status.10,tactical.remain.vote,tactical.leave.vote,winner.2015,remain.best.case,leave.best.case,remain.practical.case,leave.practical.case
W07000049,Aberavon,31523,3742,711,15416,1397,0,4971,17524,8713,5286,11.870697585889669,2.2554959870570697,48.90397487548774,4.4316848015734545,0,15.76943818798972,16.768708562002345,55.59115566411826,27.640135773879386,60.12448399,FALSE,60.12448399,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
W07000058,Aberconwy,30148,12513,727,8514,1391,0,3467,10632,15980,3536,41.505240811994156,2.411436911237893,28.24067931537747,4.6139047366326125,0,11.499933660607669,11.728804564150193,35.26602096324798,53.00517447260184,52.197117309999996,FALSE,52.197117309999996,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
S14000001,Aberdeen North,43936,5304,0,0,2050,24793,0,26843,5304,11789,12.0721048798252,0,0,4.6658776402039335,56.42980699198835,0,26.832210487982522,61.09568463219228,12.0721048798252,43.09220874,FALSE,43.09220874,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000002,Aberdeen South,48551,11087,964,12991,2252,20221,897,36428,11984,139,22.83578093139173,1.9855409775287842,26.757430330992154,4.638421453729069,41.64898766245803,1.8475417602109123,0.2862968836893164,75.03038042470804,24.683322691602644,32.1431052,FALSE,32.1431052,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000058,Aberdeenshire West & Kincardine,55196,15916,885,2487,11812,22949,1006,38133,16922,141,28.835422856728748,1.603377056308428,4.505761287049786,21.40010145662729,41.57728820929053,1.8225958402782811,0.255453293716936,69.08652800927604,30.658018697007027,39.168773,TRUE,38.51948274,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000003,Airdrie & Shotts,44286,3389,0,15108,678,23887,1088,39673,4477,136,7.65253127399178,0,34.114618615363774,1.5309578647879691,53.9380391094251,2.456758343494558,0.30709479293681974,89.58361558957684,10.10928961748634,39.83812657,FALSE,39.83812657,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000530,Aldershot,46191,23369,2025,8468,4076,0,8253,14569,31622,0,50.592106687449935,4.383970903422744,18.33257560996731,8.824229828321535,0,17.867116970838477,0,31.54077634171159,68.45922365828841,58.09744788,TRUE,57.89776574,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000531,Aldridge-Brownhills,39497,20558,826,8835,1330,0,7751,10991,28309,197,52.049522748563184,2.0912980732713877,22.368787502848317,3.367344355267489,0,19.624275261412258,0.49877205863736485,27.827429931387194,71.67379800997544,68.72275477999999,TRUE,67.79634958,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000532,Altrincham & Sale West,50517,26771,1983,13481,4235,0,4047,19699,30818,0,52.99404160975513,3.9254112476987943,26.686066076766235,8.38331650731437,0,8.011164558465467,0,38.994793831779404,61.005206168220596,38.58779999,FALSE,38.58779999,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
W07000043,Alyn & Deeside,41314,13197,976,16540,1733,0,7260,19249,20457,1608,31.9431669651934,2.362395313937164,40.03485501282858,4.1947039744396575,0,17.572735634409643,3.892143099191557,46.591954301205405,49.51590259960304,58.053368750000004,FALSE,58.053368750000004,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000533,Amber Valley,45717,20106,1087,15901,1360,0,7263,18348,27369,0,43.97926373121596,2.3776713257650326,34.78137235601636,2.9748233698624142,0,15.886869217140232,0,40.133867051643804,59.86613294835619,65.29912472,FALSE,65.29912472,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
S14000004,Angus,44485,12900,965,3919,1216,24130,1355,30230,14255,0,28.9985388333146,2.1692705406316737,8.80971113858604,2.7335056760705854,54.24300325952568,3.045970551871417,0,67.95549061481398,32.04450938518602,48.2443342,FALSE,48.2443342,Could swing to leave,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,snp,con
N06000005,Antrim East,33497,549,0,0,0,0,3660,0,4209,29288,1.6389527420366004,0,0,0,0,10.926351613577335,87.43469564438607,0,12.565304355613934,NA,NA,NA,NA,NA,Solid right,Solid right,lab,ukip,ukip,ukip,ukip,NA,NA
N06000012,Antrim North,41907,368,0,0,0,0,1341,0,1709,40198,0.8781349177941633,0,0,0,0,3.1999427303314483,95.92192235187439,0,4.078077648125611,NA,NA,NA,NA,NA,Swing,Swing,lab,ukip,ukip,lab,ukip,NA,NA
N06000014,Antrim South,36523,415,0,0,0,0,0,0,415,36108,1.1362702954302768,0,0,0,0,0,98.86372970456972,0,1.1362702954302768,NA,NA,NA,NA,NA,Swing,Swing,lab,con,con,lab,con,NA,NA
W07000057,Arfon,26837,3521,0,8122,718,0,2277,8840,5798,12199,13.119946342735775,0,30.264187502328877,2.6754108134292207,0,8.484554905540858,45.455900435965276,32.9395983157581,21.604501248276634,35.845442979999994,FALSE,35.845442979999994,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
S14000005,Argyll & Bute,51883,7733,0,5394,14486,22959,1311,42839,9044,0,14.904689397297766,0,10.39646897827805,27.92051346298402,44.25148892700885,2.5268392344313164,0,82.5684713682709,17.431528631729083,39.43239691,FALSE,39.43239691,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000534,Arundel & South Downs,56477,34331,3606,6324,4062,0,8154,13992,42485,0,60.787577243833766,6.384900047807072,11.197478619615065,7.192308373320112,0,14.437735715423978,0,24.77468704074225,75.22531295925775,49.70110581,FALSE,49.70110581,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000535,Ashfield,47409,10628,0,19448,7030,0,10150,26478,20778,153,22.41768440591449,0,41.021746925689214,14.828408108165117,0,21.409437026724884,0.3227235335062963,55.850155033854335,43.82712143263937,70.47288884,FALSE,70.47288884,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000536,Ashford,57372,30094,2467,10580,3433,0,10798,16480,40892,0,52.45415882311929,4.3000069720421115,18.44105138395036,5.9837551418810575,0,18.821027679007184,0,28.724813497873527,71.27518650212647,59.861947439999994,FALSE,59.861947439999994,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000537,Ashton Under Lyne,38918,8610,1531,19366,943,0,8468,21840,17078,0,22.12343902564366,3.9339123284855337,49.76103602446169,2.4230433218562104,0,21.758569299552907,0,56.117991674803434,43.88200832519657,63.40568382,TRUE,61.80980255,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000538,Aylesbury,55419,28083,2135,8391,5885,0,10925,16411,39008,0,50.67395658528664,3.852469369710749,15.141016618849132,10.619101752106678,0,19.713455674046806,0,29.61258774066656,70.38741225933343,51.787909840000005,FALSE,51.787909840000005,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
S14000006,"Ayr, Carrick & Cumnock",52209,10355,0,14227,855,25492,1280,40574,11635,0,19.833745139726865,0,27.250090980482295,1.6376486812618514,48.826830623072645,2.4516845754563388,0,77.7145702848168,22.285429715183206,44.11155085,FALSE,44.11155085,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000010,Ayrshire Central,50774,8803,645,13410,917,26999,0,41971,8803,0,17.337613739315398,1.2703352109347303,26.411155315712765,1.8060424626777487,53.17485327135935,0,0,82.6623862606846,17.337613739315398,41.62213279,FALSE,41.62213279,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000048,Ayrshire North & Arran,53869,7968,0,15068,896,28641,1296,44605,9264,0,14.791438489669384,0,27.971560637843655,1.6632942879949506,53.16787020364217,2.4058363808498395,0,82.80272512948078,17.197274870519223,42.396587540000006,FALSE,42.396587540000006,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000539,Banbury,58008,30749,2686,12354,3440,0,8050,18480,38799,729,53.008205764722106,4.630395807474831,21.297062474141498,5.9302165218590535,0,13.877396221210866,1.2567232105916426,31.857674803475383,66.88560198593298,50.34779774,FALSE,50.34779774,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
S14000007,Banff & Buchan,45629,13148,0,2647,2347,27487,0,32481,13148,0,28.815007999298693,0,5.8011352429376055,5.143658638146793,60.240198119616906,0,0,71.18499200070131,28.815007999298693,53.59441108,TRUE,61.37734628,Solid leave,Solid leave,Solid left,Solid left,snp,con,snp,snp,snp,snp,con
E14000540,Barking,43041,7019,897,24826,562,0,9554,26285,16573,183,16.307706605329802,2.0840593852373317,57.679886619734674,1.305731744150926,0,22.19743965056574,0.42517599498152925,61.06967774912293,38.50514625589554,59.974879560000005,FALSE,59.974879560000005,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000541,Barnsley Central,36560,5485,938,20376,770,0,7941,22084,13426,1050,15.0027352297593,2.5656455142231946,55.73304157549234,2.1061269146608317,0,21.720459518599565,2.8719912472647704,60.40481400437637,36.723194748358864,68.18813044000001,FALSE,68.18813044000001,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000542,Barnsley East,38517,5622,0,21079,1217,0,9045,22296,14667,1554,14.596152348313732,0,54.72648440948152,3.159643793649557,0,23.48313731599034,4.034582132564841,57.88612820313108,38.07928966430407,70.98499348,FALSE,70.98499348,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000543,Barrow & Furness,43275,17525,1061,0,1169,0,5070,2230,22595,18450,40.49682264586944,2.4517619872905834,0,2.7013287117273252,0,11.7157712305026,42.63431542461005,5.153090699017908,52.21259387637204,57.27870645000001,FALSE,57.27870645000001,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000544,Basildon & Billericay,43028,22668,0,10186,1636,0,8538,11822,31206,0,52.681974528214184,0,23.67295714418518,3.802175327693595,0,19.84289299990704,0,27.475132471878776,72.52486752812123,67.13587731,FALSE,67.13587731,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000933,Basildon South & Thurrock East,45593,19788,0,11493,1356,0,12097,12849,31885,859,43.40139933761762,0,25.207816989450134,2.9741407672230387,0,26.532581755971314,1.8840611497378983,28.181957756673174,69.93398109358893,72.99557169,FALSE,72.99557169,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000545,Basingstoke,53076,25769,0,14706,3919,0,8290,18625,34059,392,48.55113422262416,0,27.707438390232873,7.383751601477127,0,15.619112216444345,0.7385635692214937,35.09118999171,64.1702464390685,53.59878197,FALSE,53.59878197,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000546,Bassetlaw,49289,15122,1006,23965,1331,0,7865,26302,22987,0,30.680273489013775,2.0410233520663836,48.621396254742436,2.7003996834993607,0,15.95690722067804,0,53.36281929030818,46.63718070969182,68.32275495,FALSE,68.32275495,Solid leave,Solid leave,Solid left,Swing,lab,con,lab,lab,lab,lab,con
E14000547,Bath,47167,17833,5634,6216,14e3,0,2922,25850,20755,562,37.80821336951682,11.94479190959781,13.178705450844872,29.681769033434392,0,6.195009222549664,1.1915110140564378,54.80526639387707,44.003222592066486,31.72454892,FALSE,31.72454892,Solid remain,Solid remain,Solid left,Solid left,ld,con,con,ld,con,NA,NA
E14000548,Batley & Spen,50479,15769,1232,21826,2396,0,9080,25454,24849,176,31.238732938449655,2.440618871213772,43.23778204798035,4.746528259276134,0,17.98767804433527,0.3486598387448246,50.42492917847026,49.22641098278492,59.628397629999995,FALSE,59.628397629999995,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000549,Battersea,51031,26730,1682,18792,2241,0,1586,22715,28316,0,52.37992592737748,3.2960357429797575,36.824675197429016,4.391448335325586,0,3.107914796888166,0,44.51215927573436,55.487840724265645,22.04674055,FALSE,22.04674055,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000550,Beaconsfield,53163,33621,2231,6074,3927,0,7310,12232,40931,0,63.241352068167714,4.196527660214811,11.425239358200253,7.386716325263812,0,13.750164588153416,0,23.008483343678872,76.99151665632112,49.00626733,FALSE,49.00626733,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000551,Beckenham,48803,27955,1878,9484,3378,0,6108,14740,34063,0,57.28131467327828,3.8481240907321275,19.43323156363338,6.921705632850439,0,12.515624039505768,0,30.20306128721595,69.79693871278405,46.58164112,TRUE,48.38170491,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000552,Bedford,46086,19625,1412,18528,1958,0,4434,21898,24059,129,42.58343097686933,3.0638371739790826,40.203098554875666,4.248578744087141,0,9.621143080328082,0.27991146986069526,47.51551447294189,52.20457405719742,53.40535638,TRUE,51.94916653,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,con,lab,con,lab,con
E14000813,Bedfordshire Mid,58060,32544,2462,9217,4193,0,8966,15872,41510,678,56.05235962797106,4.2404409231829145,15.87495694109542,7.22183947640372,0,15.442645539097485,1.1677574922493972,27.33723734068205,71.49500516706854,52.880453630000005,FALSE,52.880453630000005,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000841,Bedfordshire North East,58672,34891,2537,9247,3418,0,8579,15202,43470,0,59.46788928279248,4.324038723752386,15.760499045541316,5.825606763021543,0,14.621966184892282,0,25.910144532315243,74.08985546768476,53.437605489999996,FALSE,53.437605489999996,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000949,Bedfordshire South West,51304,28212,2106,10399,2646,0,7941,15151,36153,0,54.98986433806331,4.104943084359894,20.269374707625136,5.157492593170123,0,15.478325276781538,0,29.531810385155154,70.46818961484485,58.0834155,FALSE,58.0834155,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
N06000001,Belfast East,39682,1121,1058,0,0,0,0,1058,1121,37503,2.8249584194345045,2.66619626026914,0,0,0,0,94.50884532029636,2.66619626026914,2.8249584194345045,NA,NA,NA,NA,NA,Swing,Swing,green,con,con,green,con,NA,NA
N06000002,Belfast North,40593,0,0,0,0,0,0,0,0,40593,0,0,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,Swing,Swing,lab,con,lab,lab,con,NA,NA
N06000003,Belfast South,38957,582,2238,0,0,0,1900,2238,2482,34237,1.4939548733218677,5.744795543804708,0,0,0,4.877172266858331,87.8840773160151,5.744795543804708,6.371127140180198,NA,NA,NA,NA,NA,Swing,Swing,green,ukip,green,green,ukip,NA,NA
N06000004,Belfast West,35329,34,0,0,0,0,765,0,799,34530,0.09623821789464745,0,0,0,0,2.1653599026295676,97.73840187947579,0,2.2615981205242153,NA,NA,NA,NA,NA,Swing,Swing,lab,ukip,ukip,lab,ukip,NA,NA
E14000553,Bermondsey & Old Southwark,51424,6051,2023,22146,17657,0,3254,41826,9305,293,11.766879278158058,3.9339607965152457,43.06549471064095,34.336107654013695,0,6.32778469197262,0.56977286869944,81.33556316116987,18.09466397013068,26.05032728,FALSE,26.05032728,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000554,Berwick-Upon-Tweed,40423,16603,1488,6042,11689,0,4513,19219,21116,88,41.07315142369443,3.6810726566558643,14.946936150211512,28.916705835786555,0,11.164436088365534,0.21769784528609948,47.544714642653936,52.23758751205997,55.297815400000005,FALSE,55.297815400000005,Solid leave,Could swing to remain,Swing,Swing,ld,con,con,ld,con,ld,con
S14000008,"Berwickshire, Roxburgh & Selkirk",55038,19817,631,2700,10294,20145,1316,33770,21133,135,36.00603219593735,1.1464806133943821,4.90570151531669,18.70344125876667,36.60198408372397,2.391075257095098,0.24528507576583453,61.35760747120172,38.397107453032454,43.25868135,FALSE,43.25868135,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000555,Bethnal Green & Bow,52924,8070,4906,32387,2395,0,3219,39688,11289,1947,15.248280553246163,9.269896455294385,61.1952989192049,4.525357115864258,0,6.082306703952838,3.6788602524374574,74.99055249036354,21.330587257199003,30.85839516,FALSE,30.85839516,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000556,Beverley & Holderness,52677,25363,1802,13160,2900,0,8794,17862,34157,658,48.148148148148145,3.420847808341401,24.98244015414697,5.50524897013877,0,16.694192911517362,1.2491220077073486,33.90853693262714,64.84234105966551,58.739475559999995,FALSE,58.739475559999995,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000557,Bexhill & Battle,55218,30245,2807,7797,4199,0,10170,14803,40415,0,54.7738056430874,5.083487268644283,14.120395523198956,7.604404360896809,0,18.41790720417255,0,26.80828715274005,73.19171284725995,57.721214610000004,FALSE,57.721214610000004,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000558,Bexleyheath & Crayford,43685,20643,950,11451,1308,0,9182,13709,29825,151,47.25420624928465,2.174659494105528,26.212658807370953,2.9941627560947692,0,21.018656289344168,0.34565640379993134,31.381481057571246,68.27286253862881,65.25513745,FALSE,65.25513745,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000559,Birkenhead,39144,5816,1626,26468,1396,0,3838,29490,9654,0,14.857960351522584,4.153893316983446,67.6170038830983,3.566319231555283,0,9.804823216840385,0,75.33721643163703,24.66278356836297,52.70422259000001,TRUE,51.707606500000004,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000560,Birmingham Edgbaston,41293,15812,1371,18518,1184,0,4154,21073,19966,254,38.292204489865114,3.320175332380791,44.84537330782457,2.867314072603105,0,10.059816433778122,0.6151163635483012,51.032862712808466,48.35202092364324,43.75173151,TRUE,47.34707048,Could swing to leave,Could swing to leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000561,Birmingham Erdington,34684,10695,948,15824,965,0,6040,17737,16735,212,30.83554376657825,2.733248760235267,45.62334217506631,2.782262714796448,0,17.414369738207817,0.6112328451159036,51.13885365009803,48.249913504786065,58.480059100000005,TRUE,62.97289172,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000562,Birmingham Hall Green,47046,8329,2200,28147,5459,0,2131,35806,10460,780,17.70394932619139,4.676274284742592,59.828678314840786,11.603536963822641,0,4.529609318539302,1.657951791863283,76.10848956340602,22.23355864473069,42.17662326,TRUE,33.56875091,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000563,Birmingham Hodge Hill,41039,4707,835,28069,2624,0,4651,31528,9358,153,11.46957771875533,2.0346499671044618,68.3959160798265,6.393917980457614,0,11.333122152099223,0.3728161017568654,76.82448402738858,22.802699870854553,50.81217891000001,TRUE,51.48416727,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000564,Birmingham Ladywood,35916,4576,1501,26444,1374,0,1805,29319,6381,216,12.740839737164494,4.179195901548057,73.62735271188329,3.8255930504510522,0,5.025615324646397,0.6014032743067156,81.6321416638824,17.766455061810895,39.83781662,TRUE,35.62267156,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000565,Birmingham Northfield,42461,15164,1169,17673,1349,0,7106,20191,22270,0,35.71277171993123,2.753114622830362,41.62172346388451,3.1770330420856787,0,16.735357151268225,0,47.55187112880055,52.44812887119945,59.318770789999995,TRUE,61.788245100000005,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000566,Birmingham Perry Barr,41260,8869,1330,23697,2001,0,5032,27028,13901,331,21.495395055744062,3.223460979156568,57.43334949103248,4.849733397964131,0,12.19583131362094,0.8022297624818227,65.50654386815317,33.691226369365005,54.15126307,TRUE,51.21731706,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000567,Birmingham Selly Oak,45294,13137,2301,21584,2517,0,5755,26402,18892,0,29.00384156841966,5.080143065306663,47.65311078730075,5.557027420850444,0,12.705877158122489,0,58.29028127345786,41.70971872654214,45.7496277,TRUE,46.90743133,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000568,Birmingham Yardley,41151,5760,698,17129,10534,0,6637,28361,12397,393,13.99722971495225,1.6961920730966442,41.62474787975991,25.598405871060244,0,16.12840514203786,0.9550193190930962,68.91934582391679,30.125634856990107,60.61798913999999,TRUE,60.094807630000005,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000569,Bishop Auckland,39389,12799,1545,16307,1723,0,7015,19575,19814,0,32.49384345883368,3.9224148874051132,41.399883216126334,4.374317702911981,0,17.80954073472289,0,49.696615806443425,50.303384193556575,60.88597515000001,FALSE,60.88597515000001,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000570,Blackburn,43999,12002,0,24762,955,0,6280,25717,18282,0,27.27789267937908,0,56.27855178526785,2.17050387508807,0,14.273051660265008,0,58.44905566035592,41.55094433964408,55.942815599999996,TRUE,53.729257249999996,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000571,Blackley & Broughton,37112,5581,1567,22982,874,0,6108,25423,11689,0,15.038262556585472,4.222353955593878,61.926061651217935,2.3550334123733565,0,16.45828842422936,0,68.50344901918517,31.49655098081483,50.039203789999995,FALSE,50.039203789999995,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000572,Blackpool North & Cleveleys,39393,17508,889,14168,948,0,5823,16005,23331,57,44.44444444444444,2.256746122407534,35.96578072246338,2.40651892468205,0,14.781814027872972,0.14469575812961694,40.62904576955297,59.22625847231742,66.91034244000001,FALSE,66.91034244000001,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000573,Blackpool South,32436,10963,841,13548,743,0,5613,15132,16576,728,33.79886545813294,2.592798125539524,41.76840547539771,2.290664693550376,0,17.304846466888645,2.2444197804908126,46.651868294487606,51.10371192502158,67.81412457,FALSE,67.81412457,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
W07000072,Blaenau Gwent,31683,3419,738,18380,620,0,5677,19738,9096,2849,10.791276078654167,2.3293248745383957,58.012183189723196,1.9568853959536658,0,17.918126440046713,8.992204021083863,62.298393460215266,28.709402518700884,62.02804437,FALSE,62.02804437,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000574,Blaydon,44936,7838,1648,22090,5497,0,7863,29235,15701,0,17.442585009791703,3.667438134235357,49.15880363183194,12.232953533914902,0,17.4982196902261,0,65.05919529998219,34.9408047000178,56.12462434,FALSE,56.12462434,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000575,Blyth Valley,38461,8346,1453,17813,2265,0,8584,21531,16930,0,21.69990379865318,3.7778528899404593,46.314448402277634,5.88908244715426,0,22.318712461974467,0,55.98138373937235,44.018616260627645,60.494853260000006,FALSE,60.494853260000006,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000576,Bognor Regis & Littlehampton,47116,24185,1942,6508,4240,0,10241,12690,34426,0,51.33075812887342,4.121742083368707,13.812717548178963,8.999066134646405,0,21.735716104932507,0,26.933525766194073,73.06647423380592,64.79230497,FALSE,64.79230497,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000577,Bolsover,43998,10764,0,22542,1464,0,9228,24006,19992,0,24.46474839765444,0,51.23414700668212,3.327423973816992,0,20.973680621846448,0,54.56157098049912,45.43842901950089,70.3942464,FALSE,70.3942464,Solid leave,Solid leave,Solid left,Swing,lab,con,lab,lab,lab,lab,con
E14000578,Bolton North East,43161,14164,1103,18541,1236,0,8117,20880,22281,0,32.816663191306965,2.5555478325340006,42.95776279511596,2.8636963925766317,0,18.80632978846644,0,48.37700702022659,51.62299297977341,58.11275967,FALSE,58.11275967,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000579,Bolton South East,40743,8289,1200,20555,1072,0,9627,22827,17916,0,20.344599072233265,2.9452912156689495,50.450384115062704,2.631126819330928,0,23.628598777704145,0,56.02680215006258,43.973197849937414,63.0276743,FALSE,63.0276743,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000580,Bolton West,48592,19744,0,18943,1947,0,7428,20890,27172,530,40.63220283174185,0,38.983783338821205,4.006832400395126,0,15.286466908133026,1.0907145209087916,42.99061573921633,55.91866973987487,55.55402654,FALSE,55.55402654,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000581,Bootle,45152,3639,1501,33619,978,0,4915,36098,8554,500,8.059443656980864,3.324326718639263,74.45738837703756,2.166017009213324,0,10.88545357902197,1.1073706591070163,79.94773210489015,18.944897236002838,54.79967454,FALSE,54.79967454,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000582,Boston & Skegness,43339,18981,800,7142,1015,0,14645,8957,33626,756,43.796580447172296,1.845912457601698,16.47938346523916,2.3420014305821546,0,33.79173492697109,1.744387272433605,20.667297353423013,77.58831537414338,75.64987141,FALSE,75.64987141,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000583,Bosworth,53582,22939,0,9354,11951,0,9338,21305,32277,0,42.81101862565787,0,17.457355081930498,22.3041319846217,0,17.427494307789928,0,39.7614870665522,60.238512933447794,60.829363859999994,FALSE,60.829363859999994,Solid leave,Solid leave,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000584,Bournemouth East,44827,22060,3263,7448,3752,0,7401,14463,29461,903,49.21141276462846,7.279095188167846,16.614986503669662,8.369955607111786,0,16.51013897874049,2.014410957681754,32.2640372989493,65.72155174336896,53.69069461,FALSE,53.69069461,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000585,Bournemouth West,41773,20155,3107,7386,3281,0,7745,13774,27900,99,48.24886888660139,7.437818686711513,17.681277380125916,7.854355684293683,0,18.54068417398798,0.2369951882795107,32.97345175113111,66.78955306058938,57.73176661,FALSE,57.73176661,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000586,Bracknell,53086,29606,2202,8956,3983,0,8339,15141,37945,0,55.76988283163169,4.147986286403195,16.87073804769619,7.502919790528577,0,15.708473043740344,0,28.521644124627958,71.47835587537203,53.2448746,FALSE,53.2448746,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000587,Bradford East,41406,4682,871,19312,12228,0,4103,32411,8785,210,11.307539970052648,2.103559870550162,46.640583490315414,29.531951891030282,0,9.909191904554895,0.5071728734965947,78.27609525189587,21.216731874607543,55.625293629999994,TRUE,55.15782934,Solid leave,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
