id,name,total.votes,con,green,lab,ld,snp,ukip,left.total,right.total,other,con.15,green.15,lab.15,ld.15,snp.15,ukip.15,other.15,left.total.15,right.total.15,leave.estimate,leave.exact,leave.16,brexit.swing.status.5,brexit.swing.status.10,party.swing.status.5,party.swing.status.10,tactical.remain.vote,tactical.leave.vote,winner.2015,remain.best.case,leave.best.case,remain.practical.case,leave.practical.case
E14000629,Chelsea & Fulham,40226,25322,1474,9300,2091,0,2039,12865,27361,0,62.94933625018645,3.6642967235121566,23.1193755282653,5.198130562322876,0,5.06886093571322,0,31.981802814100334,68.01819718589967,29.09905564,FALSE,29.09905564,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000630,Cheltenham,53735,24790,2689,3902,18274,0,3808,24865,28598,272,46.13380478273007,5.004187215036755,7.261561365962595,34.0076300362892,0,7.086628826649298,0.5061877733320926,46.27337861728854,53.220433609379356,42.89897606,FALSE,42.89897606,Solid remain,Could swing to leave,Solid right,Swing,ld,con,con,con,con,ld,con
E14000631,Chesham & Amersham,52730,31138,2901,6712,4761,0,7218,14374,38356,0,59.05177318414565,5.501611985586952,12.728996776028826,9.029015740565143,0,13.688602313673432,0,27.259624502180923,72.74037549781907,44.98498396,FALSE,44.98498396,Solid remain,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000640,"Chester, City Of",51161,22025,0,22118,2870,0,4148,24988,26173,0,43.05037039932761,0,43.23214948886848,5.609741795508297,0,8.107738316295615,0,48.84189128437677,51.15810871562323,42.27570868,FALSE,42.27570868,Solid remain,Could swing to leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000632,Chesterfield,45567,8231,1352,21829,6301,0,7523,29482,15754,331,18.06351087409748,2.9670594948098405,47.90528233151184,13.82798955384379,0,16.509754866460376,0.7264028792766695,64.70033138016547,34.573265740557865,59.293253199999995,FALSE,59.293253199999995,Solid leave,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000633,Chichester,57139,32953,3742,6933,4865,0,8540,15540,41493,106,57.671642835891426,6.548942053588617,12.133569015908574,8.514324716918392,0,14.946008855597753,0.18551252209524144,27.196835786415583,72.61765169148917,50.732770689999995,FALSE,50.732770689999995,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000634,Chingford & Woodford Green,43804,20999,1854,12613,2400,0,5644,16867,26643,294,47.938544425166654,4.232490183544882,28.794174048032144,5.478951693909232,0,12.884668066843211,0.6711715825038809,38.50561592548626,60.82321249200986,49.88047103,FALSE,49.88047103,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000635,Chippenham,55407,26354,2330,4561,16278,0,5884,23169,32238,0,47.56438717129605,4.205244824661144,8.231811864926815,29.37895933726785,0,10.619596801848141,0,41.81601602685581,58.18398397314418,51.58581819,FALSE,51.58581819,Could swing to remain,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000636,Chipping Barnet,53013,25759,2501,18103,2381,0,4151,22985,29910,118,48.589968498292876,4.7177107501933495,34.148227793182805,4.49135117801294,0,7.830154867673967,0.22258691264406844,43.357289721389094,56.42012336596684,41.074577950000005,FALSE,41.074577950000005,Solid remain,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000637,Chorley,51712,18792,1111,23322,1354,0,6995,25787,25787,138,36.339727722772274,2.1484375,45.099783415841586,2.6183477722772275,0,13.526840965346535,0.26686262376237624,49.86656868811881,49.86656868811881,56.745851,FALSE,56.745851,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000638,Christchurch,49707,28887,2149,4745,3263,0,10663,10157,39550,0,58.11455127044481,4.323334741585692,9.54593920373388,6.564467781197819,0,21.4517070030378,0,20.433741726517393,79.5662582734826,59.96396120000001,FALSE,59.96396120000001,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000639,Cities Of London & Westminster,36185,19570,1953,9899,2521,0,1894,14373,21464,348,54.08318363962968,5.397264059693243,27.356639491502005,6.966975265994196,0,5.234213071714799,0.961724471466077,39.720878817189444,59.317396711344486,28.053672849999998,FALSE,28.053672849999998,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000642,Clacton,44207,16205,1184,6364,812,0,19642,8360,35847,0,36.65709050602845,2.67830886511186,14.395910149976249,1.8368131743841474,0,44.43187730449929,0,18.911032189472255,81.08896781052775,73.0439705,FALSE,73.0439705,Solid leave,Solid leave,Solid right,Solid right,lab,ukip,ukip,ukip,ukip,NA,NA
E14000643,Cleethorpes,45089,21026,1013,13133,1346,0,8356,15492,29382,215,46.63221628335071,2.2466677016567234,29.12683803144891,2.985207034975271,0,18.53223624387323,0.4768347046951585,34.358712768080906,65.16445252722394,69.50382101,FALSE,69.50382101,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000062,Clwyd South,35064,10649,915,13051,1349,0,5480,15315,16129,3620,30.370180241843485,2.609514031485284,37.22051106548027,3.847250741501255,0,15.628564909879078,10.323979009810632,43.677275838466805,45.99874515172257,59.883856300000005,FALSE,59.883856300000005,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
W07000059,Clwyd West,38028,16463,0,9733,1387,0,4988,11120,21451,5457,43.29178500052593,0,25.59429893762491,3.6473125065741034,0,13.116650888818764,14.349952666456295,29.241611444199012,56.40843588934469,53.01311812,FALSE,53.01311812,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
S14000011,"Coatbridge, Chryston & Bellshill",50698,3209,0,17195,549,28696,1049,46440,4258,0,6.329638250029587,0,33.91652530671821,1.082882953962681,56.60183833681802,2.0691151524714977,0,91.60124659749891,8.398753402501084,38.77654749,FALSE,38.77654749,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000644,Colchester,48593,18919,2499,7852,13344,0,5870,23695,24789,109,38.93359125800012,5.142716029057683,16.158705986458955,27.460745374848226,0,12.079929207910604,0.22431214372440478,48.762167390364866,51.01352046591073,51.51448181,FALSE,51.51448181,Could swing to remain,Could swing to remain,Swing,Swing,ld,con,con,ld,con,ld,con
E14000645,Colne Valley,56800,25246,1919,19868,3407,0,5734,25194,30980,626,44.447183098591545,3.3785211267605635,34.978873239436616,5.998239436619719,0,10.095070422535212,1.102112676056338,44.355633802816904,54.54225352112676,50.05534919,FALSE,50.05534919,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000646,Congleton,50976,27164,1876,10391,4623,0,6922,16890,34086,0,53.28782172002511,3.6801632140615195,20.384102322661647,9.0689736346516,0,13.578939108600125,0,33.13323917137476,66.86676082862523,52.61269112,FALSE,52.61269112,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000647,Copeland,39631,14186,1179,16750,1368,0,6148,19297,20334,0,35.79521081981277,2.974943857081578,42.26489364386465,3.451843254018319,0,15.51310842522268,0,48.69168075496455,51.30831924503545,59.19658371999999,FALSE,59.19658371999999,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000648,Corby,56174,24023,1374,0,1458,0,7708,2832,31731,21611,42.76533627656923,2.445971445864635,0,2.5955068181009007,0,13.721650585680209,38.471534873785025,5.041478263965535,56.486986862249445,60.14688934,FALSE,60.14688934,Solid leave,Solid leave,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000837,Cornwall North,48245,21689,2063,2621,15068,0,6121,19752,27810,683,44.9559539848689,4.276090786610012,5.43268732511141,31.232252046844234,0,12.687325111410509,1.4156907451549383,40.94103015856565,57.64327909627941,60.19250026,FALSE,60.19250026,Solid leave,Solid leave,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000938,Cornwall South East,50498,25516,2718,4692,8521,0,7698,15931,33214,1353,50.528733811240045,5.3823913818369045,9.291457087409402,16.873935601409958,0,15.244168085864787,2.6793140322389006,31.547784070656267,65.77290189710484,55.098705790000004,FALSE,55.098705790000004,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000991,"Cotswolds, The",56667,32045,2626,5240,10568,0,6188,18434,38233,0,56.54966735489791,4.634090387703601,9.24700442938571,18.649302062929042,0,10.919935765083736,0,32.53039688001835,67.46960311998164,47.924183799999994,FALSE,47.924183799999994,Could swing to leave,Could swing to leave,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000649,Coventry North East,42231,9751,1245,22025,2007,0,6278,25277,16029,925,23.089673462622244,2.9480713220146337,52.153631218772944,4.752433046813952,0,14.865856835026403,2.1903341147498283,59.85413558760152,37.95553029764865,57.774568179999996,FALSE,57.774568179999996,Solid leave,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000650,Coventry North West,45246,14048,1961,18557,1810,0,7101,22328,21149,1769,31.048048446271494,4.334084780975114,41.013570260354506,4.000353622419661,0,15.694205012597799,3.909737877381426,49.34800866374928,46.74225345886929,58.37436003999999,FALSE,58.37436003999999,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000651,Coventry South,43699,15284,1719,18472,1779,0,5709,21970,20993,736,34.97562873292295,3.933728460605506,42.270990182841714,4.071031373715646,0,13.064372182429803,1.6842490674843817,50.27575001716287,48.040000915352756,50.37949289,FALSE,50.37949289,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000652,Crawley,48550,22829,1100,16303,1339,0,6979,18742,29808,0,47.0216271884655,2.265705458290422,33.57981462409887,2.757981462409887,0,14.374871266735326,0,38.60350154479917,61.39649845520082,58.4136714,FALSE,58.4136714,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000653,Crewe & Nantwich,49896,22445,0,18825,1374,0,7252,20199,29697,0,44.98356581689915,0,37.728475228475226,2.7537277537277536,0,14.534231200897867,0,40.48220298220298,59.517797017797015,60.28912320999999,FALSE,60.28912320999999,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000654,Croydon Central,52941,22753,1454,22588,1152,0,4810,25194,27563,184,42.97803214899606,2.7464535992897754,42.66636444343703,2.176007253357511,0,9.085585840841691,0.3475567140779358,47.588825296084316,52.06361798983774,48.73763669,TRUE,50.31024068999999,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,con,lab,con,lab,con
E14000655,Croydon North,53522,12149,2515,0,1919,0,2899,4434,15048,34040,22.699077015059228,4.699002279436494,0,3.5854415006913047,0,5.4164642576884265,63.60001494712455,8.284443780127798,28.115541272747656,43.27017153,TRUE,41.16806604,Solid remain,Could swing to leave,Solid right,Solid right,green,con,con,con,con,green,con
E14000656,Croydon South,57712,31448,2154,14308,3448,0,6068,19910,37516,286,54.491266980870535,3.732326032714167,24.792070973107847,5.9744940393678965,0,10.514277793179929,0.49556418075963404,34.498891045189914,65.00554477405046,45.31235355,TRUE,45.80567492,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
S14000012,"Cumbernauld, Kilsyth & Kirkintilloch East",49382,3891,0,14820,1099,29572,0,45491,3891,0,7.879389251144142,0,30.0109351585598,2.225507269855413,59.884168320440644,0,0,92.12061074885585,7.879389251144142,36.98912494,FALSE,36.98912494,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
W07000070,Cynon Valley,30472,3676,799,14532,830,0,4976,16161,8652,5659,12.063533735888685,2.6220792859018114,47.689682331320554,2.7238120241533212,0,16.329745339984246,18.57114728275138,53.03557364137569,28.393279075872936,56.73223173,FALSE,56.73223173,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000657,Dagenham & Rainham,43050,10492,806,17830,717,0,12850,19353,23342,355,24.371660859465738,1.8722415795586527,41.41695702671313,1.6655052264808363,0,29.84901277584204,0.8246225319396051,44.954703832752614,54.22067363530778,70.34795688,FALSE,70.34795688,Solid leave,Solid leave,Solid right,Swing,lab,ukip,lab,lab,ukip,NA,NA
E14000658,Darlington,41141,14479,1444,17637,1966,0,5392,21047,19871,223,35.19360248900124,3.5098806543350918,42.86964342140444,4.778687926885588,0,13.106147152475634,0.5420383558980093,51.15821200262511,48.29974964147687,58.09965023,FALSE,58.09965023,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000659,Dartford,52418,25670,1324,13325,1454,0,10434,16103,36104,211,48.97172726925865,2.5258498988896942,25.420657026212368,2.7738563089015225,0,19.905376015872413,0.40253348086535157,30.72036323400359,68.87710328513106,63.9834539,FALSE,63.9834539,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000660,Daventry,52518,30550,1829,9491,2352,0,8296,13672,38846,0,58.17053200807343,3.4826154842149357,18.071899158383793,4.478464526448075,0,15.796488822879775,0,26.032979169046804,73.9670208309532,58.58949343,FALSE,58.58949343,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000042,Delyn,37457,12257,680,15187,1380,0,6150,17247,18407,1803,32.722855541020365,1.8154150092105616,40.545158448354115,3.6842245775155513,0,16.418826921536695,4.813519502362709,46.04479803508023,49.14168246255707,54.40888662,FALSE,54.40888662,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000661,Denton & Reddish,38681,9150,1466,19661,957,0,7225,22084,16375,222,23.655024430599003,3.7899744060391405,50.82857216721388,2.474082883069207,0,18.678420930172436,0.5739251829063364,57.09262945632223,42.333445360771435,61.40197383,TRUE,60.98402815,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000662,Derby North,44745,16402,1618,16361,3832,0,6532,21811,22934,0,36.65660967705889,3.6160464856408536,36.56497932729914,8.564085372667337,0,14.59827913733378,0,48.74511118560733,51.25488881439267,54.25037956999999,FALSE,54.25037956999999,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,con,lab,con,lab,con
E14000663,Derby South,40820,11179,1208,20007,1717,0,6341,22932,17520,368,27.38608525232729,2.9593336599706026,49.01273885350319,4.206271435570798,0,15.53405193532582,0.9015188633023028,56.17834394904458,42.92013718765311,61.35345111,FALSE,61.35345111,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000664,Derbyshire Dales,47361,24805,2173,10761,3965,0,5508,16899,30313,149,52.374316420683684,4.588163256687992,22.721226325457657,8.37186714807542,0,11.629822005447519,0.31460484364772706,35.681256730221065,64.0041384261312,51.23541176999999,FALSE,51.23541176999999,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000814,Derbyshire Mid,47729,24908,1898,12134,2292,0,6497,16324,31405,0,52.18630182907666,3.976617989063253,25.422698988036625,4.80211192356848,0,13.61226927025498,0,34.201428900668354,65.79857109933165,52.47070747,FALSE,52.47070747,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000843,Derbyshire North East,47948,17605,1059,19488,2004,0,7631,22551,25236,161,36.71685993159256,2.2086426962542753,40.644031033619754,4.179527821806958,0,15.915158087928589,0.33578042879786435,47.032201551680984,52.63201801952114,62.051672270000005,FALSE,62.051672270000005,Solid leave,Solid leave,Solid right,Swing,lab,con,lab,lab,con,NA,NA
E14000935,Derbyshire South,50762,25066,1216,13595,1887,0,8998,16698,34064,0,49.379457074189354,2.395492691383318,26.78184468697057,3.7173476222371065,0,17.72585792521965,0,32.894685000591,67.105314999409,60.35100097,FALSE,60.35100097,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000665,Devizes,49006,28295,2853,6360,3954,0,7544,13167,35839,0,57.73782802105865,5.8217361139452315,12.97800269354773,8.06839978778109,0,15.394033383667304,0,26.86813859527405,73.13186140472595,53.53419453,FALSE,53.53419453,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000623,Devon Central,54448,28436,4866,6985,6643,0,7171,18494,35607,347,52.2259770790479,8.93696738172201,12.828754040552454,12.200631795474582,0,13.170364384366733,0.6373053188363209,33.966353217749045,65.39634146341463,50.88695191,FALSE,50.88695191,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000678,Devon East,54717,25401,0,5591,3715,0,6870,9306,32271,13140,46.42250123362027,0,10.21803095929967,6.789480417420545,0,12.5555129118921,24.014474477767422,17.007511376720217,58.97801414551236,50.4076662,FALSE,50.4076662,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000838,Devon North,52320,22341,3018,3699,15405,0,7719,22122,30060,138,42.700688073394495,5.768348623853211,7.069954128440367,29.443807339449542,0,14.753440366972479,0.2637614678899083,42.28211009174312,57.45412844036697,57.03847943,FALSE,57.03847943,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000950,Devon South West,50372,28500,2408,8391,3767,0,7306,14566,35806,0,56.57905185420472,4.780433574207893,16.65806400381164,7.478360994203129,0,14.504089573572621,0,28.916858572222665,71.08314142777733,55.07620277,FALSE,55.07620277,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14001000,Devon West & Torridge,56584,28774,3941,6015,7483,0,10371,17439,39145,0,50.85183090626325,6.964866393326735,10.630213487911778,13.224586455535134,0,18.3285027569631,0,30.81966633677365,69.18033366322635,57.1897604,FALSE,57.1897604,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000666,Dewsbury,53630,20955,1366,22406,1924,0,6649,25696,27604,330,39.07327988066381,2.547081857169495,41.77885511840388,3.5875442849151598,0,12.39791161663248,0.6153272422151781,47.91348126048853,51.47119149729629,57.146548519999996,FALSE,57.146548519999996,Solid leave,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000667,Don Valley,42486,10736,0,19621,1487,0,9963,21108,20699,679,25.2695005413548,0,46.18227180718355,3.499976462834816,0,23.450077672645104,1.5981735159817352,49.682248270018356,48.7195782139999,68.48643718000001,FALSE,68.48643718000001,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000668,Doncaster Central,40420,8386,0,19840,1717,0,9747,21557,18133,730,20.74715487382484,0,49.084611578426525,4.247897080653142,0,24.114299851558634,1.806036615536863,53.33250865907966,44.861454725383474,66.70483969,FALSE,66.70483969,Solid leave,Solid leave,Solid left,Swing,lab,ukip,lab,lab,lab,lab,ukip
E14000669,Doncaster North,39501,7235,757,20708,1005,0,8928,22470,16163,868,18.315992000202527,1.9164071795650743,52.42398926609453,2.5442393863446497,0,22.601959444064708,2.197412723728513,56.88463583200425,40.91795144426724,71.65068615,FALSE,71.65068615,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000815,Dorset Mid & Poole North,46499,23639,1321,2767,13109,0,5663,17197,29302,0,50.83765242263274,2.840921310135702,5.950665605711951,28.192004129121056,0,12.178756532398546,0,36.98359104496871,63.01640895503129,57.083164769999996,FALSE,57.083164769999996,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000839,Dorset North,53385,30227,3038,4785,6226,0,9109,14049,39336,0,56.62077362555025,5.690737098435891,8.963191907839281,11.662451999625363,0,17.06284536854922,0,26.316381005900535,73.68361899409946,56.60860284,FALSE,56.60860284,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000936,Dorset South,48597,23756,2275,11762,2901,0,7304,16938,31060,599,48.88367594707492,4.681358931621293,24.203140111529517,5.969504290388296,0,15.029734345741508,1.2325863736444638,34.854003333539104,63.91341029281643,59.44560911,FALSE,59.44560911,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14001031,Dorset West,56458,28329,3242,5633,12199,0,7055,21074,35384,0,50.17712281696129,5.742321725884728,9.977328279428956,21.607212441106665,0,12.496014736618372,0,37.32686244642035,62.67313755357965,51.0392986,FALSE,51.0392986,Could swing to remain,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000670,Dover,50224,21737,1295,15443,1572,0,10177,18310,31914,0,43.28010512902198,2.5784485504937877,30.748247849633643,3.129977699904428,0,20.263220770946162,0,36.456674100031854,63.54332589996814,63.00961235,FALSE,63.00961235,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
N06000013,Down North,35947,1593,1958,0,0,0,1482,1958,3075,30914,4.431524188388461,5.446907947812057,0,0,0,4.1227362505911485,85.99883161320834,5.446907947812057,8.55426043897961,NA,NA,NA,NA,NA,Swing,Swing,green,con,green,green,con,NA,NA
N06000015,Down South,42697,318,0,0,0,0,3044,0,3362,39335,0.7447830058317915,0,0,0,0,7.129306508654004,92.12591048551421,0,7.874089514485795,NA,NA,NA,NA,NA,Solid right,Swing,lab,ukip,ukip,ukip,ukip,NA,NA
E14000671,Dudley North,37992,11704,517,15885,478,0,9113,16880,20817,295,30.80648557591072,1.3608128026953044,41.81143398610234,1.2581596125500105,0,23.986628763950304,0.7764792587913244,44.430406401347646,54.79311433986103,69.84436961,TRUE,71.43022556000001,Solid leave,Solid leave,Solid right,Solid right,lab,con,lab,lab,con,NA,NA
E14000672,Dudley South,38210,16723,970,12453,828,0,7236,14251,23959,0,43.76602983512169,2.538602460088982,32.590944778853704,2.166971996859461,0,18.937450929076157,0,37.296519235802144,62.70348076419785,69.70192866000001,TRUE,70.41731849,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000673,Dulwich & West Norwood,51362,11650,4844,27772,5055,0,1606,37671,13256,435,22.682138546006776,9.431096919901872,54.07110315018886,9.841906467816672,0,3.1268252793894322,0.8469296366963903,73.34410653790741,25.80896382539621,22.93742067,FALSE,22.93742067,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
S14000013,Dumfries & Galloway,56602,16926,0,13982,953,23440,1301,38375,18227,0,29.903536977491964,0,24.702307338963287,1.6836860888307832,41.41196424154624,2.2985053531677324,0,67.7979576693403,32.202042330659694,45.11085395,FALSE,45.11085395,Could swing to leave,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,snp,con
S14000014,"Dumfriesshire, Clydesdale & Tweeddale",52134,20759,839,7711,1392,19961,1472,29903,22231,0,39.818544519891056,1.6093144588943877,14.790731576322552,2.6700425825756704,38.28787355660413,2.823493305712203,0,57.35796217439675,42.64203782560325,44.645166780000004,FALSE,44.645166780000004,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,con,snp,con,NA,NA
S14000018,Dunbartonshire East,54871,4727,804,6754,19926,22093,567,49577,5294,0,8.614750961345703,1.4652548705144794,12.308869894844271,36.31426436551184,40.263527181935814,1.0333327258478977,0,90.3519163128064,9.6480836871936,26.868196259999998,FALSE,26.868196259999998,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000059,Dunbartonshire West,51141,3597,0,0,816,30198,0,31014,3597,16530,7.033495629729571,0,0,1.5955886666275592,59.048512934827244,0,32.32240276881563,60.6441016014548,7.033495629729571,38.005552980000004,FALSE,38.005552980000004,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000015,Dundee East,48185,7206,895,9603,1387,28765,0,40650,7206,329,14.954861471412265,1.8574245097021893,19.929438621977795,2.8784891563764656,59.69700114143406,0,0.6827850990972295,84.36235342949051,14.954861471412265,38.411670380000004,FALSE,38.411670380000004,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000016,Dundee West,44714,3852,1225,10592,1057,27684,0,40558,3852,304,8.614751531958671,2.7396341190678535,23.68833027687078,2.3639128684528337,61.91349465491792,0,0.6798765487319408,90.70537191930939,8.614751531958671,40.74563339,FALSE,40.74563339,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000017,Dunfermline & Fife West,55890,6623,1195,17744,2232,28096,0,49267,6623,0,11.850062623009483,2.138128466630882,31.748076578994457,3.993558776167472,50.27017355519771,0,0,88.14993737699052,11.850062623009483,39.39283743,FALSE,39.39283743,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000641,"Durham, City Of",45669,10157,2687,21596,5153,0,5232,29436,15389,844,22.24046946506383,5.883640981847642,47.28809476888042,11.283365083535877,0,11.456348945674309,1.84808075499792,64.45510083426394,33.69681841073814,43.336733960000004,FALSE,43.336733960000004,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000840,Durham North,40146,8403,1246,22047,2046,0,6404,25339,14807,0,20.931101479599462,3.103671598664873,54.91705275743536,5.096398146764311,0,15.951776017535993,0,63.11712250286454,36.88287749713546,60.304871989999995,FALSE,60.304871989999995,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000856,Durham North West,42818,10018,1567,20074,3894,0,7265,25535,17283,0,23.396702321453596,3.6596758372647016,46.88215236582746,9.094306132934747,0,16.967163342519502,0,59.6361343360269,40.3638656639731,55.046200430000006,FALSE,55.046200430000006,Solid leave,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
W07000061,Dwyfor Meirionnydd,28913,6550,981,3904,1153,0,3126,6038,9676,13199,22.654169404766023,3.3929374329886213,13.502576695604054,3.987825545602324,0,10.811745581572303,45.650745339466674,20.883339674194996,33.465914986338326,47.428228839999996,FALSE,47.428228839999996,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000674,Ealing Central & Acton,50894,21728,1841,22002,3106,0,1926,26949,23654,291,42.69265532282784,3.6173222776751683,43.23102919794082,6.1028804967186705,0,3.784336071049633,0.5717766337878728,52.951231972334654,46.47699139387747,29.095979779999997,TRUE,29.15028059,Solid remain,Solid remain,Solid left,Swing,lab,con,lab,lab,lab,NA,NA
E14000675,Ealing North,48510,14419,1635,26745,1575,0,3922,29955,18341,214,29.723768295196866,3.370439084724799,55.132962275819416,3.2467532467532463,0,8.0849309420738,0.4411461554318697,61.75015460729747,37.808699237270666,48.55344829,TRUE,46.25609216,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000676,Ealing Southall,43321,9387,2007,28147,1550,0,1769,31704,11156,461,21.66847487361788,4.632857043927887,64.97310773066181,3.577941414094781,0,4.083469910666882,1.0641490270307703,73.18390618868446,25.75194478428476,43.223582,TRUE,41.82634912,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000677,Easington,34624,4478,733,21132,834,0,6491,22699,10969,956,12.93322550831793,2.11702865064695,61.03280961182994,2.4087338262476896,0,18.747111829944547,2.7610905730129387,65.55857208872459,31.680337338262476,65.96337482999999,FALSE,65.96337482999999,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000679,East Ham,52290,6311,1299,40563,856,0,2622,42718,8933,639,12.069229298144961,2.4842226047045326,77.57314974182444,1.6370242876266972,0,5.014343086632243,1.2220309810671257,81.69439663415568,17.083572384777206,46.269281289999995,FALSE,46.269281289999995,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
S14000019,"East Kilbride, Strathaven & Lesmahagow",60539,7129,0,17151,1042,33678,1221,51871,8350,318,11.775880011232429,0,28.33049769570029,1.7212045127934057,55.63025487702142,2.0168816795784537,0.5252812236739953,85.68195708551512,13.792761690810881,36.9324131,FALSE,36.9324131,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
